latitude,longitude,precip
30.96832,-84.73155,0.0
30.96805,-84.70947,0.0
30.967596,-84.68733,0.0
30.967237,-84.66523,0.0
30.966978,-84.643166,0.0
30.966494,-84.621025,0.0
30.966162,-84.598946,0.0
30.965897,-84.57688,0.0
30.965439,-84.554756,0.0
30.965158,-84.5327,0.0
30.964691,-84.510574,0.0
30.964369,-84.488495,0.0
30.964079,-84.466446,0.0
30.963789,-84.44439,0.0
30.963556,-84.422356,0.0
30.963215,-84.40028,0.0
30.962767,-84.37818,0.0
30.962463,-84.35613,0.0
30.962152,-84.33408,0.0
30.961838,-84.31203,0.0
30.961418,-84.28994,0.0
30.961037,-84.26787,0.0
30.960794,-84.24585,0.0
30.96042,-84.22378,0.0
30.96009,-84.20174,0.0
30.959732,-84.17968,0.0
30.959414,-84.15764,0.0
30.959045,-84.13559,0.0
30.95868,-84.11353,0.0
30.958454,-84.09154,0.0
30.958078,-84.06949,0.0
30.957909,-84.04751,0.0
30.957546,-84.02547,0.0
30.957218,-84.00343,0.0
30.956894,-83.981415,0.0
30.956518,-83.95937,0.0
30.956142,-83.93733,0.0
30.955845,-83.91532,0.0
30.955477,-83.89329,0.0
30.955257,-83.87131,0.0
30.954842,-83.849266,0.0
30.954552,-83.82727,0.0
30.954151,-83.80524,0.0
30.953917,-83.78326,0.0
30.953632,-83.76126,0.0
30.95337,-83.73927,0.0
30.953014,-83.71727,0.0
30.952656,-83.69525,0.0
30.952383,-83.67327,0.0
30.951874,-83.651215,0.0
30.951757,-83.62929,0.0
30.951593,-83.60735,0.0
30.951136,-83.58532,0.0
30.950884,-83.563354,0.0
30.950525,-83.54135,0.0
30.950241,-83.51939,0.0
30.94991,-83.4974,0.0
30.949602,-83.475426,0.0
30.949415,-83.45349,0.0
30.948967,-83.43147,2.434002
30.948776,-83.40954,0.0
30.948387,-83.38755,0.0
30.948097,-83.365585,2.1059077
30.947704,-83.3436,1.8007036
30.947493,-83.321655,0.0
30.947134,-83.299675,0.0
30.946915,-83.27775,1.8007036
30.946566,-83.255775,0.0
30.946344,-83.23386,0.0
30.945946,-83.21187,0.0
30.945736,-83.18995,0.0
30.945498,-83.16802,0.0
30.945148,-83.14606,0.0
30.944931,-83.12414,0.0
30.94466,-83.10222,0.0
30.94424,-83.08023,0.0
30.943985,-83.058304,0.0
30.943726,-83.03638,0.0
30.943462,-83.01446,0.0
30.943027,-82.992485,0.0
30.942762,-82.97056,0.0
30.942612,-82.94868,0.0
30.942205,-82.92672,0.0
30.94195,-82.9048,0.0
30.941643,-82.88288,0.0
30.941372,-82.86096,0.0
30.941061,-82.839035,0.0
30.940746,-82.81711,0.0
30.940481,-82.795204,2.1059077
30.940159,-82.77328,0.0
30.939852,-82.751366,2.1059077
30.939713,-82.7295,0.0
30.939522,-82.70762,2.1059077
30.93922,-82.685715,0.0
30.938887,-82.663795,0.0
30.938677,-82.641914,2.434002
30.938349,-82.619995,0.0
30.938166,-82.59814,2.434002
30.937847,-82.576225,0.0
30.937506,-82.55431,0.0
30.937267,-82.53243,0.0
30.937029,-82.51056,0.0
30.936754,-82.48867,0.0
30.936481,-82.46679,2.1059077
30.936123,-82.44488,0.0
30.935932,-82.42302,0.0
30.93569,-82.401146,0.0
30.9353,-82.379234,0.0
30.935026,-82.35735,0.0
30.93484,-82.33551,0.0
30.934563,-82.31363,0.0
30.934347,-82.29177,0.0
30.933937,-82.26987,0.0
30.933979,-82.248085,0.0
30.93354,-82.22617,0.0
30.93344,-82.20436,0.0
30.93302,-82.18244,0.0
30.932796,-82.1606,0.0
30.932468,-82.138725,0.0
30.932287,-82.11688,0.0
30.931929,-82.095,0.0
30.931782,-82.07319,0.0
30.931522,-82.05134,0.0
30.931194,-82.029465,0.0
30.931059,-82.00765,0.0
30.930706,-81.98578,0.0
30.930433,-81.96393,0.0
30.930264,-81.94211,0.0
30.929941,-81.92024,0.0
30.929699,-81.89841,0.0
30.92947,-81.87658,0.0
30.92927,-81.85477,0.0
30.929054,-81.83293,0.0
30.928713,-81.81108,0.0
30.928436,-81.789246,0.0
30.928217,-81.76742,0.0
30.927988,-81.7456,0.0
30.92782,-81.723785,0.0
30.927608,-81.70197,0.0
30.927353,-81.68015,0.0
30.927132,-81.65833,0.0
30.926908,-81.63653,0.0
30.926558,-81.61468,0.0
30.926325,-81.592865,0.0
30.926113,-81.57106,0.0
30.925858,-81.54924,0.0
30.925615,-81.527435,0.0
30.92537,-81.505615,0.0
30.925201,-81.48383,0.0
30.924997,-81.46203,0.0
30.92474,-81.440216,0.0
30.924437,-81.418396,0.0
30.924212,-81.3966,0.0
30.924095,-81.37483,0.0
30.923845,-81.353035,0.0
30.923532,-81.331215,0.0
30.923313,-81.30942,0.0
30.923119,-81.287636,0.0
30.92283,-81.26582,0.0
30.92263,-81.24404,0.0
30.922377,-81.222244,0.0
30.92206,-81.20044,0.0
30.921926,-81.17868,0.0
30.921919,-81.156944,0.0
30.921616,-81.13514,0.0
30.921408,-81.113365,0.0
30.92124,-81.0916,0.0
30.92105,-81.06983,0.0
30.920708,-81.04802,0.0
30.920567,-81.02626,0.0
30.920345,-81.004486,0.0
30.920181,-80.982735,0.0
30.919949,-80.96096,0.0
30.919607,-80.939156,0.0
30.91943,-80.917404,0.0
30.919191,-80.89563,0.0
30.918924,-80.873856,0.0
30.918737,-80.8521,0.0
30.918673,-80.830376,0.0
30.91831,-80.80857,0.0
30.91805,-80.7868,0.0
30.917974,-80.765076,0.0
30.917774,-80.74332,0.0
30.91748,-80.72155,0.0
30.917265,-80.69979,0.0
30.917156,-80.67806,0.0
30.916876,-80.65629,0.0
30.91678,-80.63457,0.0
30.91653,-80.61281,0.0
30.916409,-80.59108,0.0
30.916107,-80.569305,0.0
30.915956,-80.547585,0.0
30.915861,-80.52586,0.0
30.915722,-80.504135,0.0
30.915411,-80.48237,0.0
30.915243,-80.46064,0.0
30.914967,-80.43889,0.0
30.91483,-80.41717,0.0
30.914612,-80.395424,0.0
30.914324,-80.373665,0.0
30.914164,-80.35194,0.0
30.91399,-80.330215,0.0
30.913818,-80.308495,0.0
30.913641,-80.28677,0.0
30.913464,-80.265045,0.0
30.91326,-80.24332,0.0
30.913074,-80.22159,0.0
30.912838,-80.19987,0.0
30.91269,-80.178154,0.0
30.912487,-80.156425,0.0
30.912289,-80.1347,0.0
30.912064,-80.112976,0.0
30.912064,-80.0913,0.0
30.911747,-80.06956,0.0
30.911531,-80.04784,0.0
30.911291,-80.02611,0.0
30.911257,-80.00443,0.0
30.999979,-87.7145,0.0
30.999428,-87.69196,0.0
30.998987,-87.6695,0.0
30.998547,-87.64704,0.0
30.99808,-87.62456,0.0
30.997633,-87.6021,0.0
30.997198,-87.57965,0.0
30.99664,-87.55713,0.0
30.996218,-87.53469,0.0
30.995758,-87.51223,0.0
30.99543,-87.489845,0.0
30.994913,-87.46736,0.0
30.994476,-87.44493,0.0
30.993917,-87.42243,0.0
30.993534,-87.40003,0.0
30.993067,-87.37759,0.0
30.99253,-87.35511,0.0
30.992096,-87.33269,0.0
30.991697,-87.31028,0.0
30.991133,-87.2878,0.0
30.99071,-87.265396,0.0
30.99028,-87.24298,0.0
30.98978,-87.22055,0.0
30.989323,-87.19813,0.0
30.989046,-87.17581,0.0
30.988623,-87.153404,0.0
30.988216,-87.13103,0.0
30.987783,-87.10863,0.0
30.987183,-87.08616,0.0
30.986782,-87.06379,0.0
30.986362,-87.041405,0.0
30.985952,-87.01903,0.0
30.985523,-86.99665,0.0
30.98498,-86.97422,0.0
30.984604,-86.95187,0.0
30.984184,-86.929504,0.0
30.983671,-86.907104,0.0
30.983187,-86.884705,0.0
30.982975,-86.86246,0.0
30.982456,-86.84005,0.0
30.982077,-86.81771,0.0
30.981564,-86.79532,0.0
30.981113,-86.77296,0.0
30.980745,-86.75063,0.0
30.980305,-86.72829,0.0
30.97987,-86.70594,0.0
30.979338,-86.68355,0.0
30.979057,-86.66128,0.0
30.978481,-86.63888,0.0
30.978003,-86.616516,0.0
30.977688,-86.594246,0.0
30.977207,-86.571884,0.0
30.976818,-86.54958,0.0
30.97653,-86.52732,0.0
30.976036,-86.504974,0.0
30.975765,-86.48273,0.0
30.975237,-86.460365,0.0
30.974771,-86.43804,0.0
30.974321,-86.41572,0.0
30.974014,-86.39346,0.0
30.973553,-86.371155,0.0
30.973135,-86.348854,0.0
30.972668,-86.32653,0.0
30.972221,-86.30423,0.0
30.97177,-86.28193,0.0
30.971476,-86.2597,0.0
30.971039,-86.2374,0.0
30.970783,-86.21519,0.0
30.9704,-86.192924,0.0
30.969967,-86.17065,0.0
30.969532,-86.14835,0.0
30.969076,-86.12607,0.0
30.968693,-86.10382,0.0
30.968351,-86.08159,0.0
30.967945,-86.05932,0.0
30.967432,-86.03702,0.0
30.96699,-86.014755,0.0
30.96655,-85.99248,0.0
30.966173,-85.970245,0.0
30.965824,-85.94802,0.0
30.965435,-85.92579,0.0
30.964998,-85.903534,0.0
30.964563,-85.88128,0.0
30.964329,-85.859116,0.0
30.963959,-85.8369,0.0
30.963556,-85.81466,0.0
30.963242,-85.79248,0.0
30.962687,-85.77018,0.0
30.962343,-85.747986,0.0
30.962006,-85.725784,0.0
30.9616,-85.70357,0.0
30.96106,-85.6813,0.0
30.960688,-85.65909,0.0
30.960373,-85.63691,0.0
30.95995,-85.6147,0.0
30.959568,-85.59251,0.0
30.959114,-85.570274,0.0
30.958807,-85.54811,0.0
30.958467,-85.52594,0.0
30.958216,-85.50381,0.0
30.95775,-85.48158,0.0
30.957405,-85.45942,0.0
30.956951,-85.4372,0.0
30.956532,-85.41501,0.0
30.956303,-85.3929,0.0
30.955858,-85.37069,0.0
30.955448,-85.34851,0.0
30.955023,-85.32632,0.0
30.954731,-85.304184,0.0
30.954294,-85.282,0.0
30.95383,-85.2598,0.0
30.953653,-85.237724,2.434002
30.95312,-85.21551,2.434002
30.952791,-85.193375,2.434002
30.952396,-85.17121,2.826189
30.952185,-85.14913,0.0
30.95178,-85.12696,0.0
30.951378,-85.104805,3.80742
30.950945,-85.08264,0.0
30.950613,-85.06052,0.0
30.950258,-85.03839,2.434002
